Name,fold,Genre
bp01.mp3,1,bollypop
bp02.mp3,1,bollypop
bp03.mp3,1,bollypop
bp04.mp3,1,bollypop
bp05.mp3,1,bollypop
bp06.mp3,1,bollypop
bp07.mp3,1,bollypop
bp08.mp3,1,bollypop
bp09.mp3,1,bollypop
bp10.mp3,1,bollypop
bp11.mp3,1,bollypop
bp12.mp3,1,bollypop
bp13.mp3,1,bollypop
bp14.mp3,1,bollypop
bp15.mp3,1,bollypop
bp16.mp3,1,bollypop
bp17.mp3,1,bollypop
bp18.mp3,1,bollypop
bp19.mp3,1,bollypop
bp20.mp3,1,bollypop
bp21.mp3,1,bollypop
bp22.mp3,1,bollypop
bp23.mp3,1,bollypop
bp24.mp3,1,bollypop
bp25.mp3,1,bollypop
bp26.mp3,1,bollypop
bp27.mp3,1,bollypop
bp28.mp3,1,bollypop
bp29.mp3,1,bollypop
bp30.mp3,1,bollypop
bp31.mp3,1,bollypop
bp32.mp3,1,bollypop
bp33.mp3,1,bollypop
bp34.mp3,1,bollypop
bp35.mp3,1,bollypop
bp36.mp3,1,bollypop
bp37.mp3,1,bollypop
bp38.mp3,1,bollypop
bp39.mp3,1,bollypop
bp40.mp3,1,bollypop
bp41.mp3,1,bollypop
bp42.mp3,1,bollypop
bp43.mp3,1,bollypop
bp44.mp3,1,bollypop
bp45.mp3,1,bollypop
bp46.mp3,1,bollypop
bp47.mp3,1,bollypop
bp48.mp3,1,bollypop
bp49.mp3,1,bollypop
bp50.mp3,1,bollypop
bp51.mp3,1,bollypop
bp52.mp3,1,bollypop
bp53.mp3,1,bollypop
bp54.mp3,1,bollypop
bp55.mp3,1,bollypop
bp56.mp3,1,bollypop
bp57.mp3,1,bollypop
bp58.mp3,1,bollypop
bp59.mp3,1,bollypop
bp60.mp3,1,bollypop
bp61.mp3,1,bollypop
bp62.mp3,1,bollypop
bp63.mp3,1,bollypop
bp64.mp3,1,bollypop
bp65.mp3,1,bollypop
bp66.mp3,1,bollypop
bp67.mp3,1,bollypop
bp68.mp3,1,bollypop
bp69.mp3,1,bollypop
bp70.mp3,1,bollypop
bp71.mp3,1,bollypop
bp72.mp3,1,bollypop
bp73.mp3,1,bollypop
bp74.mp3,1,bollypop
bp75.mp3,1,bollypop
bp76.mp3,1,bollypop
bp77.mp3,1,bollypop
bp78.mp3,1,bollypop
bp79.mp3,1,bollypop
bp80.mp3,1,bollypop
bp81.mp3,1,bollypop
bp82.mp3,1,bollypop
bp83.mp3,1,bollypop
bp84.mp3,1,bollypop
bp85.mp3,1,bollypop
bp86.mp3,1,bollypop
bp87.mp3,1,bollypop
bp88.mp3,1,bollypop
bp89.mp3,1,bollypop
bp90.mp3,1,bollypop
bp91.mp3,1,bollypop
bp92.mp3,1,bollypop
bp93.mp3,1,bollypop
bp94.mp3,1,bollypop
bp95.mp3,1,bollypop
bp96.mp3,1,bollypop
bp97.mp3,1,bollypop
bp98.mp3,1,bollypop
bp99.mp3,1,bollypop
bp100.mp3,1,bollypop
ca01.mp3,2,carnatic
ca02.mp3,2,carnatic
ca03.mp3,2,carnatic
ca04.mp3,2,carnatic
ca05.mp3,2,carnatic
ca06.mp3,2,carnatic
ca07.mp3,2,carnatic
ca08.mp3,2,carnatic
ca09.mp3,2,carnatic
ca10.mp3,2,carnatic
ca11.mp3,2,carnatic
ca12.mp3,2,carnatic
ca13.mp3,2,carnatic
ca14.mp3,2,carnatic
ca15.mp3,2,carnatic
ca16.mp3,2,carnatic
ca17.mp3,2,carnatic
ca18.mp3,2,carnatic
ca19.mp3,2,carnatic
ca20.mp3,2,carnatic
ca21.mp3,2,carnatic
ca22.mp3,2,carnatic
ca23.mp3,2,carnatic
ca24.mp3,2,carnatic
ca25.mp3,2,carnatic
ca26.mp3,2,carnatic
ca27.mp3,2,carnatic
ca28.mp3,2,carnatic
ca29.mp3,2,carnatic
ca30.mp3,2,carnatic
ca31.mp3,2,carnatic
ca32.mp3,2,carnatic
ca33.mp3,2,carnatic
ca34.mp3,2,carnatic
ca35.mp3,2,carnatic
ca36.mp3,2,carnatic
ca37.mp3,2,carnatic
ca38.mp3,2,carnatic
ca39.mp3,2,carnatic
ca40.mp3,2,carnatic
ca41.mp3,2,carnatic
ca42.mp3,2,carnatic
ca43.mp3,2,carnatic
ca44.mp3,2,carnatic
ca45.mp3,2,carnatic
ca46.mp3,2,carnatic
ca47.mp3,2,carnatic
ca48.mp3,2,carnatic
ca49.mp3,2,carnatic
ca50.mp3,2,carnatic
ca51.mp3,2,carnatic
ca52.mp3,2,carnatic
ca53.mp3,2,carnatic
ca54.mp3,2,carnatic
ca55.mp3,2,carnatic
ca56.mp3,2,carnatic
ca57.mp3,2,carnatic
ca58.mp3,2,carnatic
ca59.mp3,2,carnatic
ca60.mp3,2,carnatic
ca61.mp3,2,carnatic
ca62.mp3,2,carnatic
ca63.mp3,2,carnatic
ca64.mp3,2,carnatic
ca65.mp3,2,carnatic
ca66.mp3,2,carnatic
ca67.mp3,2,carnatic
ca68.mp3,2,carnatic
ca69.mp3,2,carnatic
ca70.mp3,2,carnatic
ca71.mp3,2,carnatic
ca72.mp3,2,carnatic
ca73.mp3,2,carnatic
ca74.mp3,2,carnatic
ca75.mp3,2,carnatic
ca76.mp3,2,carnatic
ca77.mp3,2,carnatic
ca78.mp3,2,carnatic
ca79.mp3,2,carnatic
ca80.mp3,2,carnatic
ca81.mp3,2,carnatic
ca82.mp3,2,carnatic
ca83.mp3,2,carnatic
ca84.mp3,2,carnatic
ca85.mp3,2,carnatic
ca86.mp3,2,carnatic
ca87.mp3,2,carnatic
ca88.mp3,2,carnatic
ca89.mp3,2,carnatic
ca90.mp3,2,carnatic
ca91.mp3,2,carnatic
ca92.mp3,2,carnatic
ca93.mp3,2,carnatic
ca94.mp3,2,carnatic
ca95.mp3,2,carnatic
ca96.mp3,2,carnatic
ca97.mp3,2,carnatic
ca98.mp3,2,carnatic
ca99.mp3,2,carnatic
ca100.mp3,2,carnatic
gz01.mp3,3,ghazal
gz02.mp3,3,ghazal
gz03.mp3,3,ghazal
gz04.mp3,3,ghazal
gz05.mp3,3,ghazal
gz06.mp3,3,ghazal
gz07.mp3,3,ghazal
gz08.mp3,3,ghazal
gz09.mp3,3,ghazal
gz10.mp3,3,ghazal
gz11.mp3,3,ghazal
gz12.mp3,3,ghazal
gz13.mp3,3,ghazal
gz14.mp3,3,ghazal
gz15.mp3,3,ghazal
gz16.mp3,3,ghazal
gz17.mp3,3,ghazal
gz18.mp3,3,ghazal
gz19.mp3,3,ghazal
gz20.mp3,3,ghazal
gz21.mp3,3,ghazal
gz22.mp3,3,ghazal
gz23.mp3,3,ghazal
gz24.mp3,3,ghazal
gz25.mp3,3,ghazal
gz26.mp3,3,ghazal
gz27.mp3,3,ghazal
gz28.mp3,3,ghazal
gz29.mp3,3,ghazal
gz30.mp3,3,ghazal
gz31.mp3,3,ghazal
gz32.mp3,3,ghazal
gz33.mp3,3,ghazal
gz34.mp3,3,ghazal
gz35.mp3,3,ghazal
gz36.mp3,3,ghazal
gz37.mp3,3,ghazal
gz38.mp3,3,ghazal
gz39.mp3,3,ghazal
gz40.mp3,3,ghazal
gz41.mp3,3,ghazal
gz42.mp3,3,ghazal
gz43.mp3,3,ghazal
gz44.mp3,3,ghazal
gz45.mp3,3,ghazal
gz46.mp3,3,ghazal
gz47.mp3,3,ghazal
gz48.mp3,3,ghazal
gz49.mp3,3,ghazal
gz50.mp3,3,ghazal
gz51.mp3,3,ghazal
gz52.mp3,3,ghazal
gz53.mp3,3,ghazal
gz54.mp3,3,ghazal
gz55.mp3,3,ghazal
gz56.mp3,3,ghazal
gz57.mp3,3,ghazal
gz58.mp3,3,ghazal
gz59.mp3,3,ghazal
gz60.mp3,3,ghazal
gz61.mp3,3,ghazal
gz62.mp3,3,ghazal
gz63.mp3,3,ghazal
gz64.mp3,3,ghazal
gz65.mp3,3,ghazal
gz66.mp3,3,ghazal
gz67.mp3,3,ghazal
gz68.mp3,3,ghazal
gz69.mp3,3,ghazal
gz70.mp3,3,ghazal
gz71.mp3,3,ghazal
gz72.mp3,3,ghazal
gz73.mp3,3,ghazal
gz74.mp3,3,ghazal
gz75.mp3,3,ghazal
gz76.mp3,3,ghazal
gz77.mp3,3,ghazal
gz78.mp3,3,ghazal
gz79.mp3,3,ghazal
gz80.mp3,3,ghazal
gz81.mp3,3,ghazal
gz82.mp3,3,ghazal
gz83.mp3,3,ghazal
gz84.mp3,3,ghazal
gz85.mp3,3,ghazal
gz86.mp3,3,ghazal
gz87.mp3,3,ghazal
gz88.mp3,3,ghazal
gz89.mp3,3,ghazal
gz90.mp3,3,ghazal
gz91.mp3,3,ghazal
gz92.mp3,3,ghazal
gz93.mp3,3,ghazal
gz94.mp3,3,ghazal
gz95.mp3,3,ghazal
gz96.mp3,3,ghazal
gz97.mp3,3,ghazal
gz98.mp3,3,ghazal
gz99.mp3,3,ghazal
gz100.mp3,3,ghazal
scl01.mp3,4,semiclassical
scl02.mp3,4,semiclassical
scl03.mp3,4,semiclassical
scl04.mp3,4,semiclassical
scl05.mp3,4,semiclassical
scl06.mp3,4,semiclassical
scl07.mp3,4,semiclassical
scl08.mp3,4,semiclassical
scl09.mp3,4,semiclassical
scl10.mp3,4,semiclassical
scl11.mp3,4,semiclassical
scl12.mp3,4,semiclassical
scl13.mp3,4,semiclassical
scl14.mp3,4,semiclassical
scl15.mp3,4,semiclassical
scl16.mp3,4,semiclassical
scl17.mp3,4,semiclassical
scl18.mp3,4,semiclassical
scl19.mp3,4,semiclassical
scl20.mp3,4,semiclassical
scl21.mp3,4,semiclassical
scl22.mp3,4,semiclassical
scl23.mp3,4,semiclassical
scl24.mp3,4,semiclassical
scl25.mp3,4,semiclassical
scl26.mp3,4,semiclassical
scl27.mp3,4,semiclassical
scl28.mp3,4,semiclassical
scl29.mp3,4,semiclassical
scl30.mp3,4,semiclassical
scl31.mp3,4,semiclassical
scl32.mp3,4,semiclassical
scl33.mp3,4,semiclassical
scl34.mp3,4,semiclassical
scl35.mp3,4,semiclassical
scl36.mp3,4,semiclassical
scl37.mp3,4,semiclassical
scl38.mp3,4,semiclassical
scl39.mp3,4,semiclassical
scl40.mp3,4,semiclassical
scl41.mp3,4,semiclassical
scl42.mp3,4,semiclassical
scl43.mp3,4,semiclassical
scl44.mp3,4,semiclassical
scl45.mp3,4,semiclassical
scl46.mp3,4,semiclassical
scl47.mp3,4,semiclassical
scl48.mp3,4,semiclassical
scl49.mp3,4,semiclassical
scl50.mp3,4,semiclassical
scl51.mp3,4,semiclassical
scl52.mp3,4,semiclassical
scl53.mp3,4,semiclassical
scl54.mp3,4,semiclassical
scl55.mp3,4,semiclassical
scl56.mp3,4,semiclassical
scl57.mp3,4,semiclassical
scl58.mp3,4,semiclassical
scl59.mp3,4,semiclassical
scl60.mp3,4,semiclassical
scl61.mp3,4,semiclassical
scl62.mp3,4,semiclassical
scl63.mp3,4,semiclassical
scl64.mp3,4,semiclassical
scl65.mp3,4,semiclassical
scl66.mp3,4,semiclassical
scl67.mp3,4,semiclassical
scl68.mp3,4,semiclassical
scl69.mp3,4,semiclassical
scl70.mp3,4,semiclassical
scl71.mp3,4,semiclassical
scl72.mp3,4,semiclassical
scl73.mp3,4,semiclassical
scl74.mp3,4,semiclassical
scl75.mp3,4,semiclassical
scl76.mp3,4,semiclassical
scl77.mp3,4,semiclassical
scl78.mp3,4,semiclassical
scl79.mp3,4,semiclassical
scl80.mp3,4,semiclassical
scl81.mp3,4,semiclassical
scl82.mp3,4,semiclassical
scl83.mp3,4,semiclassical
scl84.mp3,4,semiclassical
scl85.mp3,4,semiclassical
scl86.mp3,4,semiclassical
scl87.mp3,4,semiclassical
scl88.mp3,4,semiclassical
scl89.mp3,4,semiclassical
scl90.mp3,4,semiclassical
scl91.mp3,4,semiclassical
scl92.mp3,4,semiclassical
scl93.mp3,4,semiclassical
scl94.mp3,4,semiclassical
scl95.mp3,4,semiclassical
scl96.mp3,4,semiclassical
scl97.mp3,4,semiclassical
scl98.mp3,4,semiclassical
scl99.mp3,4,semiclassical
scl100.mp3,4,semiclassical
su01.mp3,5,sufi
su02.mp3,5,sufi
su03.mp3,5,sufi
su04.mp3,5,sufi
su05.mp3,5,sufi
su06.mp3,5,sufi
su07.mp3,5,sufi
su08.mp3,5,sufi
su09.mp3,5,sufi
su10.mp3,5,sufi
su11.mp3,5,sufi
su12.mp3,5,sufi
su13.mp3,5,sufi
su14.mp3,5,sufi
su15.mp3,5,sufi
su16.mp3,5,sufi
su17.mp3,5,sufi
su18.mp3,5,sufi
su19.mp3,5,sufi
su20.mp3,5,sufi
su21.mp3,5,sufi
su22.mp3,5,sufi
su23.mp3,5,sufi
su24.mp3,5,sufi
su25.mp3,5,sufi
su26.mp3,5,sufi
su27.mp3,5,sufi
su28.mp3,5,sufi
su29.mp3,5,sufi
su30.mp3,5,sufi
su31.mp3,5,sufi
su32.mp3,5,sufi
su33.mp3,5,sufi
su34.mp3,5,sufi
su35.mp3,5,sufi
su36.mp3,5,sufi
su37.mp3,5,sufi
su38.mp3,5,sufi
su39.mp3,5,sufi
su40.mp3,5,sufi
su41.mp3,5,sufi
su42.mp3,5,sufi
su43.mp3,5,sufi
su44.mp3,5,sufi
su45.mp3,5,sufi
su46.mp3,5,sufi
su47.mp3,5,sufi
su48.mp3,5,sufi
su49.mp3,5,sufi
su50.mp3,5,sufi
su51.mp3,5,sufi
su52.mp3,5,sufi
su53.mp3,5,sufi
su54.mp3,5,sufi
su55.mp3,5,sufi
su56.mp3,5,sufi
su57.mp3,5,sufi
su58.mp3,5,sufi
su59.mp3,5,sufi
su60.mp3,5,sufi
su61.mp3,5,sufi
su62.mp3,5,sufi
su63.mp3,5,sufi
su64.mp3,5,sufi
su65.mp3,5,sufi
su66.mp3,5,sufi
su67.mp3,5,sufi
su68.mp3,5,sufi
su69.mp3,5,sufi
su70.mp3,5,sufi
su71.mp3,5,sufi
su72.mp3,5,sufi
